"";"position";"plate_position";"tray";"pot";"genotype";"treatment";"weight.only.";"weight";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X11";"X12";"X13";"X14";"X15";"X16";"X17";"hits_ratio";"bacterial_load"
"372";"3_25";"p1_G9";3;25;"Schl";"#3";NA;235;0,00376634520658969;0,00125544840219656;0,0023714025374824;0,0157628521609124;0,108526539656547;0,110758447927119;0,0242720024424669;0,00404533374041115;0,000697471334553645;0,0136704381572515;0,0338971068593072;0,02678289924686;0,00265039107130386;0,0694681449215431;0,0115727;0,417924823664545
"235";"19_13";"p7_B10";19;13;"Schl";"#3";NA;89;0,0062678393159494;0,129833814401809;0,0017908112331284;0,0062678393159494;0,0617829875429298;0,0582013650766732;0,022385140414105;0,0017908112331284;0,0017908112331284;0,017908112331284;0,0367116302791322;0,0277575741134902;0,00895405616564202;0,0877497504232917;0,00555747;0,469192543079641
"83";"11_52";"p4_F4";11;52;"Schl";"#3";NA;109;0,00806197320329616;0,0073901421030215;0,00592930005940098;0,0115461205372788;0,045051743666094;0,0559494690717124;0,124648105069568;0,0104758779705622;0,00342165141767803;0,0723233991435233;0,0335134351183533;0,049871741211088;0,00684330283535608;0,0960484113706652;0,063585;0,531074672777598
"171";"16_13";"p6_B3";16;13;"Schl";"#3";NA;70;0,00402673384371968;0;0,00315135692117192;0,0224096492172225;0,0260862322919231;0,0583001030416805;0,504217107387507;0,00525226153528654;0,00210090461411462;0,00525226153528654;0,0696800030348014;0,071430756879897;0,00262613076764327;0,198010259880303;0,00101062;0,972543760950557
"475";"9_14";"p3_F1";9;14;"Schl";"#3";NA;253;0,025115905909882;0,0106226519858576;0,00851532426396682;0,0187509160560077;0,0914752258053405;0,569838618674548;0,0670044202184863;0,033545216797445;0,0181918291093837;0,0963349815721499;0,170435505343942;0,23120395577316;0,0169016284633281;0,603383835471993;0,0676036;1,96132001544549
"436";"7_3";"p3_H2";7;3;"Schl";"#3";NA;123;0,0762070718639798;0,020152536781808;0,0364100454461236;0,0421679130980688;1,74181141439626;4,99184545550499;0,427154750218322;0,188767739491221;0,0423372621466554;0,0422808124637932;0,518038739626475;0,933903553272356;0,0397405767349938;1,19041091219822;0,0150628;10,2912287832433
"7";"1_27";"p1_A11";1;27;"Tu-Wal";"#1";NA;38;0,0050780984334876;0,000793452880232438;0,000317381152092975;0,000555417016162707;0,00150756047244163;0,00634762304185951;0,0012695246083719;0,000317381152092975;0,0000793452880232438;0,000158690576046488;0;0,0000793452880232438;0,0000793452880232438;0,00103148874430217;0,0668208;0,0176146539411601
"169";"16_10";"p6_B1";16;10;"Tu-Wal";"#1";NA;12;0,0392581838361866;0;0,000927358673295745;0,000618239115530497;0,00247295646212198;0,0182380539081496;0,00494591292424398;0,000618239115530497;0,000309119557765249;0,000618239115530497;0,001236478231061;0,00185471734659149;0;0,00309119557765249;0,00260643;0,0741886938636596
"322";"21_54";"p8_B7";21;54;"Tu-Wal";"#1";NA;68;0,0250945976939101;0,0121457852838525;0,00441664919412818;0,00662497379119226;0,0360358422884548;0,0147556234440191;0,0124469204561794;0,0015056758616346;0,000903405516980763;0,00170643264318589;0,0015056758616346;0,00260983816016665;0,00120454068930768;0,00190718942473717;0,0217366;0,122863150309384
"256";"19_9";"p7_B7";19;9;"Tu-Wal";"#1";NA;23;0,0542594914650319;0,00563172366503326;0,0012996285380846;0,00281586183251662;0,0040071879924275;0,0105053306828505;0,056100631893985;0;0,000216604756347433;0,00032490713452115;0,00151623329443203;0,00162453567260574;0,000108302378173716;0,00151623329443203;0,000897532;0,139926672600442
"226";"18_47";"p7_A6";18;47;"Tu-Wal";"#1";NA;33;0,0183784578243917;0,0137046258776713;0,0144175832932727;0,00966453385593008;0,0084762714965944;0,0472928419015595;0,0551353734731749;0,0000792174906223777;0;0,0000792174906223777;0,000237652471867133;0,000554522434356643;0;0,000396087453111889;0,00199195;0,168416385063175
"76";"11_43";"p4_E10";11;43;"Tu-Wal";"#1";NA;38;0,0749024834189878;0,0345710534601433;0,00813488284167707;0,0208604779464411;0,011380041510411;0,0952001154174643;0,00873290666138956;0,000131917019054223;0,000087944679369482;0,000386956589225721;0,000430928928910461;0,000536462544153841;0,000184683826675912;0,00160938763246152;0,222712;0,257150242476365
"130";"13_40";"p5_C1";13;40;"Tu-Wal";"#1";NA;11;0,0191459331585025;0,00206186972476181;0,0234169490169377;0,00957296657925126;0,0284243469199307;0,142858116644211;0,0368191022278896;0;0;0,000147276408911558;0;0;0;0,000147276408911558;0,00135074;0,262593837089308
"283";"2_55";"p1_F3";2;55;"Tu-Wal";"#1";NA;20;0,157565080431529;0,00362218575704664;0,0108665572711399;0,0144887430281865;0,0470884148416062;0,0543327863556997;0,0307885789348964;0;0;0,00724437151409327;0,00181109287852332;0,00543327863556997;0,00181109287852332;0,0235442074208032;0,0284549;0,358596389947617
"200";"17_30";"p6_E10";17;30;"Tu-Wal";"#1";NA;24;0,0330153349209856;0,00733674109355234;0,097823214580698;0,0774433782097193;0,0154886756419439;0,0578787352935797;0,132468936411362;0,0016303869096783;0;0,000407596727419575;0;0,000407596727419575;0;0,00203798363709787;0,223645;0,425938580153456
"388";"3_7";"p1_F9";3;7;"Tu-Wal";"#1";NA;42;0,0420643866801197;0,0255581083626044;0,00958429063597665;0,0244931871808292;0,0191685812719532;0,238542344717641;0,139504674812549;0,00106492118177518;0;0,00106492118177518;0,00106492118177518;0,00266230295443795;0,00106492118177518;0,00585706649976351;0,302501;0,511694627842975
"38";"10_3";"p4_A3";10;3;"Tu-Wal";"#1";NA;25;0,0778089566715002;0,0322736999768665;0,0272272668895747;0,0344057201571565;0,132107011905307;0,297641753059381;0,0465132476030234;0,000938871272054301;0,000528115090530543;0,00287529327066629;0,0064938596317089;0,00295353254333748;0,000899751635718703;0,011618531991672;0,0419078;0,674285611698497
"488";"9_36";"p3_G2";9;36;"Tu-Wal";"#1";NA;24;0,226413138044019;0,0137663874360529;0,0158167004584437;0,0216747376652747;0,118039449717645;0,297002486386332;0,0667816241578734;0,00995866325161271;0,0029290186034155;0,0052722334861479;0,0345624195203029;0,0524294330011375;0,0023432148827324;0,0620951943924087;0,0740348;0,929084701003397
"327";"22_16";"p8_C5";22;16;"Tu-Wal";"#1";NA;15;0,456196187238099;0,108018251149797;0,0498545774537524;0,0790704319831018;0,167522101659113;0,358899350594485;0,0254633594521854;0,00160821217592749;0,00214428290123666;0,00107214145061833;0,0029483889892004;0,0029483889892004;0,00321642435185499;0,00643284870370997;0,00308555;1,26539494709228
"92";"12_12";"p4_G2";12;12;"Tu-Wal";"#1";NA;8;0,0651983240554685;0,0314553317811471;0,088968546367358;0,0674502398534371;0,0440017197984001;0,42693463953866;1,20173665282064;0,00132255372261641;0,000714893904116979;0,00246638396920358;0,00214468171235094;0,00235914988358604;0,000893617380146224;0,00840000337337451;0,530822;1,94404673816051
"353";"23_22";"p8_F9";23;22;"Tu-Wal";"#1";NA;5;0,695995183560495;0,104467113321946;0,166876038163627;0,0596954933268261;0,215717805431031;0,550826597515713;0,394804285411509;0;0,00271343151485574;0,00271343151485574;0,00271343151485574;0,00678357878713933;0,00135671575742787;0,0122104418168508;0,0226313;2,21687354763713
"237";"19_16";"p7_B12";19;16;"Tu-Wal";"#2";NA;76;0,000138671778539287;0,0000693358892696435;0;0,0000693358892696435;0;0,000901366560505367;0;0,000624023003426792;0,000277343557078575;0,0011093742283143;0,00180273312101074;0,0020800766780893;0,000346679446348218;0,00561620703084113;0,0426536;0,013035147182693
"11";"1_32";"p1_B2";1;32;"Tu-Wal";"#2";NA;46;0,0000981440752976313;0,000196288150595263;0,0000981440752976313;0,0000981440752976313;0,000196288150595263;0,00127587297886921;0,000490720376488157;0,00363133078601237;0,000981440752976314;0,0210028321136932;0,0154086198217281;0,0154086198217281;0,00853853455089393;0,0312098159446468;0,043824;0,0986347956741195
"263";"2_2";"p1_C8";2;2;"Tu-Wal";"#2";NA;34;0,0014868693330363;0,000212409904719472;0;0,000212409904719472;0,00169927923775577;0,00318614857079207;0,00169927923775577;0,00658470704630361;0,00127445942831682;0,0169927923775577;0,0106204952359736;0,014868693330363;0,00509783771326731;0,0626609218922441;0,00516252;0,126596303212805
"389";"3_8";"p1_F10";3;8;"Tu-Wal";"#2";NA;45;0,00111390406456895;0;0;0;0;0,00612647235512924;0,000556952032284478;0,0172655130008188;0,00668342438741372;0,0412144503890512;0,0740746202938354;0,0356449300662064;0,0161516089362498;0,062935579648146;0,0409041;0,261767455173704
"471";"8_55";"p3_F4";8;55;"Tu-Wal";"#2";NA;54;0,00331565553676192;0,000537673870826258;0,000896123118043765;0,000806510806239388;0,00573518795548008;0,0153237053185484;0,00779627112698074;0,0268836935413129;0,0180120746726797;0,116047943786667;0,088626576374528;0,0955267243834652;0,0435515835369268;0,144634271252263;0,028477;0,567693995280724
"37";"10_28";"p4_B5";10;28;"Tu-Wal";"#2";NA;114;0,00127407179233226;0,000466123826463021;0,000295211756759913;0,000644804626607182;0,00135952782718381;0,0065723459531286;0,00254037485422346;0,0242151327847539;0,00783088028457877;0,193868668156411;0,0644027753563075;0,0604640290226949;0,0294978694846682;0,182231109955718;0,41074;0,575662925681831
"59";"11_12";"p4_D4";11;12;"Tu-Wal";"#2";NA;45;0,00138965286062128;0,000380188046773747;0,000327748316184265;0,000760376093547493;0,00162563164827395;0,00769553046400653;0,00306772423948472;0,0157712489747868;0,00874432507579619;0,156571925607547;0,077335492686839;0,129368815364253;0,0168200435865765;0,310928272597689;0,27105;0,730786975562379
"428";"7_17";"p3_A10";7;17;"Tu-Wal";"#2";NA;14;0,045696496409452;0,00609286618792693;0,0121857323758538;0;0,0609286618792693;0,127950189946465;0,0243714647517077;0,155368087792137;0,0548357956913423;0,155368087792137;0,292457577020493;0,271132545362749;0,170600253261954;1,23989826924313;0,0682578;2,61688602771461
"392";"4_17";"p2_B2";4;17;"Tu-Wal";"#3";NA;61;0,000739697639857037;0,0000672452399870035;0;0,000100867859980505;0,00144577265972057;0,00121041431976606;0,000537961919896027;0,000437094059915523;0,000134490479974007;0,000369848819928519;0,000907810739824547;0,000235358339954512;0,0000672452399870035;0,00168113099967509;0,001222;0,00793493831846641
"423";"6_34";"p2_H2";6;34;"Tu-Wal";"#3";NA;4;0,000151430302513411;0,0000252383837522352;0,0000757151512567054;0,0000378575756283527;0,00131239595511623;0,00396242624910092;0,000353337372531292;0,000201907070017881;0,0000504767675044703;0,0000378575756283527;0,000403814140035762;0,000731913128814819;0,0000126191918761175;0,00106001211759388;0,000716031;0,00841700098137042
"409";"5_25";"p2_D11";5;25;"Tu-Wal";"#3";NA;48;0,00426376423407494;0,0000991573077691847;0;0,000495786538845924;0,0000991573077691847;0,00307387654084473;0,00604859577392027;0,0000991573077691847;0,000198314615538369;0,00138820230876859;0,000892415769922662;0,000297471923307554;0,000297471923307554;0,00247893269422963;0,00218341;0,0197323042460678
"2";"1_10";"p1_A4";1;10;"Tu-Wal";"#3";NA;76;0,00341426465494293;0,000487752093563275;0,00130067224950207;0,00227617643662862;0,00276392853019189;0,0039020167485062;0,0019510083742531;0,00341426465494293;0,00308909659256741;0,00796661752820016;0,0039020167485062;0,00520268899800829;0,00487752093563275;0,00634077721632259;0,0174208;0,0508888017617684
"304";"20_51";"p7_G6";20;51;"Tu-Wal";"#3";NA;55;0,00508762033277745;0,00226116459234554;0,00197851901830234;0,000282645574043192;0,000847936722129575;0,0135669875540732;0,00537026590682064;0,000282645574043192;0;0,0149802154242892;0,00226116459234554;0,00197851901830234;0;0,005935557054907;0,0488722;0,0548332413643792
"344";"22_52";"p8_E2";22;52;"Tu-Wal";"#3";NA;38;0,00741264220080904;0,00211789777165973;0,00211789777165973;0,00264737221457466;0,0142958099587032;0,0720085242364307;0,00688316775789411;0,00211789777165973;0;0,00582421887206425;0,0132368610728733;0,00900106552955383;0,00264737221457466;0,0280621454744914;0,0252746;0,168372872846948
"192";"17_16";"p6_D12";17;16;"Tu-Wal";"#3";NA;31;0,0135407689383931;0;0;0,00270815378767862;0,00541630757535725;0,0893690749933945;0,0595793833289296;0;0,00270815378767862;0,0162489227260717;0,00541630757535725;0,00270815378767862;0,00541630757535725;0;0,0654095;0,203111534075897
"463";"8_36";"p3_E4";8;36;"Tu-Wal";"#3";NA;85;0,0141809008166216;0,00372290952226342;0,00301217224983132;0,011507174886996;0,00565205354743629;0,00947649696576144;0,00382444341832515;0,0114733302549755;0,00487362701096305;0,0255188525435148;0,0910082155033304;0,0227435927178275;0,0155685307294652;0,0691784278500586;0,0536736;0,29174072801737
"73";"11_37";"p4_E7";11;37;"Tu-Wal";"#3";NA;51;0,0443421475714657;0,00293009785714531;0,00214122535714465;0,00485344414286121;0,0313595601428833;0,0644846920714828;0,00223889528571616;0,00815168250000685;0,00274227107143087;0,0151463520000127;0,0403677327857482;0,0166414532142997;0,009038224928579;0,0689699957143436;0,00711876;0,31340777464312
"168";"16_1";"p6_A7";16;1;"Tu-Wal";"#3";NA;49;0,00785154551061353;0;0,0235546365318406;0,00420618509497154;0,000280412339664769;0,064494838122897;0,0594474160089311;0,00224329871731815;0,00112164935865908;0,0241154612111701;0,0154226786815623;0,0672989615195445;0,00196288637765338;0,0546804062346299;0,0354401;0,326680375709456
"282";"2_54";"p1_F2";2;54;"Tu-Wal";"#3";NA;38;0,0648992273167767;0,00445386854134742;0,00318133467239101;0,0388122830031703;0,122163251419815;0,0190880080343461;0,015906673361955;0,00636266934478204;0,00954400401717305;0,015906673361955;0,0222693427067371;0,0381760160686921;0,00636266934478204;0,0922587054993394;0,335444;0,459384726693262
"474";"9_11";"p3_F10";9;11;"Tu-Wal";"#3";NA;52;0,0309627984612362;0,00106768270555987;0,0074737789389191;0,00854146164447895;0,024556702227877;0,0693993758613913;0,0170829232889579;0,0213536541111974;0,0170829232889579;0,0277597503445566;0,0427073082223947;0,0501810871613136;0,0288274330501165;0,120648145728265;0,024748;0,467645025035222
"34";"10_24";"p4_B2";10;24;"Tu-Wal";"#3";NA;53;0,0101203401486384;0,002425211045982;0,00867832276994642;0,006095800737198;0,0149314344939108;0,0900081029281753;0,060027250700279;0,0227183283388476;0,00416874114930961;0,117642399603473;0,0284863978536156;0,0294040452764196;0,0144595015336116;0,106879706258872;0,110754;0,516045582838279
"142";"14_2";"p5_D1";14;2;"Tu-Wal";"#3";NA;18;0,0321070829344112;0,0283297790597746;0,00188865193731831;0,0188865193731831;0,0339957348717295;0,0642141658688224;0,137871591424236;0,0377730387463661;0,00755460774927322;0,0264411271224562;0,0717687736180956;0,0472162984329576;0,00377730387463661;0,292741050284337;0,0161824;0,804565725297598
"364";"3_11";"p1_G1";3;11;"Tu-Wal";"#3";NA;32;0,00412357094266869;0;0,0247414256560121;0,0247414256560121;0,0206178547133434;0,465963516521562;0,115459986394723;0,0206178547133434;0,0206178547133434;0,0206178547133434;0,0164942837706747;0,0659771350826991;0,0123707128280061;0,202054976190766;0,0542813;1,0143984518965
"321";"21_50";"p8_B4";21;50;"Tu-Wal";"#3";NA;21;0,0268164330373016;0,00279130158009086;0,00328974829082139;0,0153521586904998;0,0288102198802236;0,392476940029205;0,106966664122768;0,00837390474027261;0,00628042855520445;0,0731719771352392;0,0996893421461024;0,0727732197666548;0,0137571292161622;0,212138920086906;0,00866675;1,06268838727745
"234";"19_11";"p7_B9";19;11;"Tu-Wal";"#3";NA;6;0,00596385530389255;0,000866839433705312;0,00208041464089275;0,00270453903316057;0,0532239412295062;0,51618554598284;0,0127945500414904;0,024479545607838;0,0100900110083298;0,0305820952211234;0,294586713150413;0,0245142191851862;0,0124824878453565;0,0891110937849061;0,00591056;1,07966585146864
"94";"12_19";"p4_G4";12;19;"Tu-Wal";"#3";NA;28;0,0358201954355918;0,00851224039395963;0,00651745274608223;0,0147373535709564;0,0879598174042495;0,462395216067031;0,241661644962252;0,0312459410016659;0,0192600186691612;0,0275315088297563;0,0807373104033141;0,100083311298677;0,0146857642352354;0,197174441125538;0,554172;1,32832221614347
"433";"7_24";"p3_A3";7;24;"Tu-Wal";"#3";NA;7;0,674520719017746;0,0878136413244058;0,145539740202999;0,0528281268525311;2,89505132254764;9,84072551064895;1,46309421521381;0,300175714168685;0,103906977981468;0,44186704777978;4,60794211109063;0,660176658084279;0,101807847113156;5,09703960340746;0,0936858;26,4724892354335
"312";"21_30";"p8_A1";21;30;"Tu-Wal_acd6";"#1";NA;85;0,00146942592132732;0,00146942592132732;0,000734712960663659;0,00171433024154854;0,00281639968254403;0,00489808640442439;0,0024490432022122;0,00024490432022122;0,000734712960663659;0,000367356480331829;0,00012245216011061;0,000734712960663659;0,000734712960663659;0,000857165120774268;0,00526614;0,0193474412974764
"26";"1_9";"p1_A3";1;9;"Tu-Wal_acd6";"#1";NA;114;0,00548075026569563;0,00164422507970869;0,00208268510096434;0,00164422507970869;0,00241153011690608;0,00646728531352086;0,00241153011690608;0,000219230010627825;0,000109615005313913;0,000438460021255651;0,000328845015941739;0,000548075026569563;0,000219230010627825;0,00120576505845304;0,0429307;0,0252114512221999
"292";"20_26";"p7_F2";20;26;"Tu-Wal_acd6";"#1";NA;31;0,0119002689156492;0,00226671788869509;0,00906687155478034;0,00170003841652132;0,00566679472173772;0,00283339736086886;0,00226671788869509;0;0;0;0,000566679472173772;0;0;0,000566679472173772;0,00239461;0,0368341656912952
"330";"22_20";"p8_C8";22;20;"Tu-Wal_acd6";"#1";NA;58;0,0195396390421938;0,00304873800658343;0,00180152700389021;0,00221726400478795;0,00942337202034879;0,0310416960670312;0,0256371150553607;0;0,000277158000598493;0,000277158000598493;0,000277158000598493;0,000138579000299247;0,00041573700089774;0,00041573700089774;0,000487439;0,0945108782040864
"193";"17_21";"p6_E3";17;21;"Tu-Wal_acd6";"#1";NA;94;0,00906736748398707;0,00241796466239655;0,00241796466239655;0,0151122791399784;0,00967185864958621;0,0290155759487587;0,0338515052735518;0,00120898233119828;0;0;0,00120898233119828;0,00241796466239655;0;0,00120898233119828;0,000667684;0,107599427476647
"454";"8_14";"p3_D6";8;14;"Tu-Wal_acd6";"#1";NA;130;0,0112447462615713;0,00345508963344371;0,00307817076434076;0,00703581888992174;0,020604898177628;0,0376290670987778;0,013066520795569;0,00037691886910295;0,000314099057585792;0,000942297172757376;0,00169613491096328;0,00433456699468393;0,000628198115171584;0,00540250379047562;0,0921084;0,109809030531993
"244";"19_31";"p7_C7";19;31;"Tu-Wal_acd6";"#1";NA;40;0,0134681612693214;0,00212655177936653;0,0102783336002716;0,00708850593122178;0,0538726450772855;0,0095694830071494;0,023746494869593;0;0;0;0,00248097707592762;0;0;0,000708850593122178;0,00292726;0,123340003203259
"106";"12_34";"p4_H3";12;34;"Tu-Wal_acd6";"#1";NA;78;0,0124747152252166;0,00368571131654126;0,0114824083323016;0,00396922757165982;0,00779669701576036;0,0442285357984951;0,0187120728378249;0,00141758127559279;0,000850548765355676;0,00212637191338919;0,00425274382677837;0,00425274382677837;0,000708790637796397;0,0114824083323016;0,440988;0,127440556675792
"54";"10_54";"p4_C8";10;54;"Tu-Wal_acd6";"#1";NA;90;0,101764447432139;0,0241786205928992;0,00371642450342934;0,00231729998449125;0,0635399283483377;0,01414427443364;0,0534509288875576;0,000240474526692488;0,0000655839618252238;0,000513741034297586;0,0005465330152102;0,000808868862511096;0,000174890564867264;0,00151936178228435;0,0747368;0,266981377930182
"153";"15_18";"p5_G8";15;18;"Tu-Wal_acd6";"#1";NA;13;0,0254864225073406;0,00849547416911355;0;0,0135927586705817;0,0169909483382271;0,22597961289842;0,00169909483382271;0;0;0;0;0,00339818966764541;0;0,00169909483382271;0,00185638;0,297341595918974
"347";"23_1";"p8_E6";23;1;"Tu-Wal_acd6";"#1";NA;31;0,0539808085006028;0,0173221997427308;0,0068483115261959;0,0177250415972129;0,0281989298137478;0,124880974889455;0,036658608757872;0,00241705112689267;0,00161136741792845;0,0032227348358569;0,00201420927241056;0,00443126039930323;0,00402841854482111;0,00805683708964222;0,0224223;0,311396753514672
"79";"11_46";"p4_F1";11;46;"Tu-Wal_acd6";"#1";NA;55;0,0277308246935162;0,00665264035531215;0,0264726828646618;0,021474585188391;0,0132708110714776;0,340784087423801;0,0729205216148334;0,000861740978667378;0,000430870489333688;0,00237840510112196;0,00415359151717675;0,00420529597589679;0,000637688324213859;0,0105477095788887;0,560124;0,532521455177292
"484";"9_31";"p3_G10";9;31;"Tu-Wal_acd6";"#1";NA;123;0,225542580830064;0,00510277332194716;0,00714388265072603;0,00408221865755773;0,130630997041847;0,137774879692573;0,0275549759385147;0,00102055466438943;0;0,00408221865755773;0,00714388265072603;0,00816443731511544;0,00102055466438943;0,0153083199658415;0,176276;0,57457227605125
"257";"2_10";"p1_D3";2;10;"Tu-Wal_acd6";"#1";NA;68;0,175770239579775;0,0074545414107494;0,00823922998030195;0,0411961499015098;0,0270717556495636;0,330746232066407;0,0462966256036015;0,000392344284776284;0,00196172142388142;0,00196172142388142;0,00196172142388142;0,00274640999343399;0,000392344284776284;0,0074545414107494;0,0179059;0,653645578437289
"379";"3_4";"p1_F6";3;4;"Tu-Wal_acd6";"#1";NA;47;0,121059947841982;0,0167805868295816;0,0299653336242528;0,0287667202792827;0,0443486937638942;0,405131310599899;0,158216961536055;0,00479445337988045;0;0,00119861334497011;0,00479445337988045;0,00239722668994022;0,00239722668994022;0,0095889067597609;0,263889;0,829440434719318
"174";"16_20";"p6_B8";16;20;"Tu-Wal_acd6";"#1";NA;33;0,695245206013872;0,0386728342074964;0,114286883180362;0,146610446100061;0,193652774277836;0,248487389945182;0,433193463772032;0;0;0;0;0;0,000288603240354452;0;0,00570711;1,8704376007372
"452";"7_9";"p3_A7";7;9;"Tu-Wal_acd6";"#1";NA;60;1,10621956810395;0,0995398531587237;0,0889222688217929;0,12940180910634;0,216333280864959;3,19124769226868;1,80299854021501;0,0152627774843376;0,00796318825269786;0,0205715696528029;0,0491063275583036;0,0471155304951291;0,00663599021058157;0,130729007148457;0,142954;6,91204740334176
"258";"2_11";"p1_D4";2;11;"Tu-Wal_acd6";"#2";NA;198;0,00025235474074795;0;0;0,000036050677249707;0,000180253386248536;0,000721013544994141;0,000144202708998828;0,000973368285742092;0,000288405417997657;0,0040016251747175;0,00479474007421105;0,00407372652921689;0,00191068589423447;0,0130142944871443;0,0255066;0,0303907209215031
"149";"14_39";"p5_F2";14;39;"Tu-Wal_acd6";"#2";NA;145;0;0;0,000641288397205758;0;0;0,00256515358882303;0,000641288397205758;0,00192386519161728;0,00320644198602879;0,00384773038323455;0,00128257679441152;0,0224450939022016;0,000641288397205758;0,0262928242854361;0,0014126;0,0634875513233701
"68";"11_26";"p4_E1";11;26;"Tu-Wal_acd6";"#2";NA;158;0,00107619570794449;0,000418520553089526;0,000298943252206804;0,000391343893797998;0,00232632203535477;0,00573427511051234;0,00290246721233515;0,00196759013270661;0,000766381792021078;0,00475591537601734;0,00547337918131367;0,00617453699103509;0,00169582353979133;0,0356938243134925;0,519361;0,0696755190916186
"119";"13_21";"p5_B2";13;21;"Tu-Wal_acd6";"#2";NA;138;0;0,000444879967190068;0;0,000444879967190068;0,000444879967190068;0,0026692798031404;0,0013346399015702;0,00533855960628081;0,00355903973752053;0,00222439983595033;0,0115668791469417;0,00711807947504108;0,00667319950785101;0,0409289569814862;0,0119594;0,0827476738973525
"373";"3_26";"p1_G10";3;26;"Tu-Wal_acd6";"#2";NA;147;0,000697443444611815;0,000232481148203938;0;0;0,000697443444611815;0,00464962296407877;0,000464962296407877;0,00720691559432209;0,00139488688922363;0,011159095113789;0,011159095113789;0,015111274633256;0,0048821041122827;0,0290601435254923;0,0149523;0,086715468280069
"53";"10_50";"p4_C7";10;50;"Tu-Wal_acd6";"#2";NA;74;0,000492620760113387;0,000103709633708082;0,000246310380056694;0,000220382971629673;0,000479657055899878;0,00226864823736429;0,000933386703372736;0,0123933012281157;0,00519844538961759;0,024825493568872;0,0309702893660759;0,0243458365129722;0,0119006804680024;0,0549012873442158;0,477342;0,169280049620016
"284";"2_6";"p1_C11";2;6;"Tu-Wal_acd6";"#3";NA;64;0,000769203353273523;0,000769203353273523;0,000769203353273523;0,00153840670654705;0,00205120894206273;0,00256401117757841;0,00410241788412547;0,00230761005982057;0,0012820055887892;0,00282041229533625;0,00358961564860977;0,00410241788412547;0,00179480782430489;0,0099996435925558;0,0520644;0,0384601676636762
"310";"21_20";"p7_H7";21;20;"Tu-Wal_acd6";"#3";NA;72;0,00314831504634953;0,00314831504634953;0,00118061814238107;0,00590309071190539;0,00314831504634953;0,0141674177085729;0,00236123628476215;0,000393539380793691;0;0;0,00275477566555584;0;0,000393539380793691;0,00236123628476215;0,0577586;0,0389603986985755
"400";"4_42";"p2_C2";4;42;"Tu-Wal_acd6";"#3";NA;63;0,00132281930570841;0;0,000440939768569471;0,00132281930570841;0,0145510123627925;0,0189604100484873;0,00132281930570841;0,00132281930570841;0;0,00440939768569471;0,000881879537138942;0,00132281930570841;0;0,0092597351399589;0,00426145;0,0551174710711839
"8";"1_3";"p1_A2";1;3;"Tu-Wal_acd6";"#3";NA;141;0,0130869984096314;0,00224348544165109;0,00523479936385254;0,00972177024715474;0,00934785600687956;0,0213131116956853;0,00673045632495327;0,00897394176660437;0,00710437056522845;0,00972177024715474;0,0183217977734839;0,00972177024715474;0,00934785600687956;0,0224348544165109;0,022895;0,153304838512825
"254";"19_7";"p7_B5";19;7;"Tu-Wal_acd6";"#3";NA;72;0;0,00108163674844349;0,000360545582814497;0;0,00973473073599139;0,0454287434346264;0,0439865611033685;0,00396600141095946;0,00360545582814497;0,00288436466251597;0,00540818374221745;0,00396600141095946;0,00540818374221745;0,0374967406127076;0,0305568;0,163327149014967
"124";"13_31";"p5_B6";13;31;"Tu-Wal_acd6";"#3";NA;82;0,0032453084490094;0,0032453084490094;0,0454343182861316;0,0519249351841504;0,0421890098371224;0,0519249351841504;0,0129812337960376;0,00973592534702823;0,0032453084490094;0,00973592534702823;0,0454343182861316;0,0129812337960376;0;0,0486796267351411;0,0299169;0,340757387145988
"224";"18_40";"p7_A3";18;40;"Tu-Wal_acd6";"#3";NA;45;0,00277257173266339;0;0,000792163352189539;0,00118824502828431;0,0110902869306536;0,224974392021829;0,0526788629206043;0,000396081676094771;0,00514906178923201;0,00712947016970586;0,010298123578464;0,0095059602262745;0;0,0859497237125651;0,0323552;0,411924943138561
"85";"11_55";"p4_F6";11;55;"Tu-Wal_acd6";"#3";NA;145;0,108552102312607;0,00423970311361263;0,00777278904162315;0,0173042697451893;0,00844800101897627;0,0265059957621412;0,127834900177483;0,0194712291143691;0,007160387480768;0,0759691987542885;0,0621666097288608;0,0812295711359931;0,0118554661139909;0,269472389380394;0,141524;0,827982612880298
"371";"3_24";"p1_G8";3;24;"Tu-Wal_acd6";"#3";NA;25;0,0228518897028241;0,00596136253117149;0,00298068126558574;0,0168905271716526;0,0188776480153764;0,552419594555225;0,0308003730777193;0,00894204379675723;0,00397424168744766;0,0218583292809621;0,058620064889853;0,0546458232024053;0,00496780210930958;0,0904139983894341;0,0730176;0,894204379675723
"307";"20_9";"p7_E5";20;9;"Tu-Wal_acd6";"#3";NA;54;0,0436612307279722;0,00682206730124565;0,00955089422174392;0,00272882692049826;0,0463900576484704;0,568960412923888;0,0914157018366918;0,00545765384099652;0,0136441346024913;0,0504832980292179;0,0300170961254809;0,0463900576484704;0,0136441346024913;0,133712519104415;0,0625;1,06287808553407
"31";"10_19";"p4_A11";10;19;"Tu-Wal_acd6";"#3";NA;73;0,0906144344759895;0,0811666270173004;0,00655007737551291;0,0150923441832094;0,114279230155262;0,162514362164799;0,374441059185427;0,0322674318637019;0,0120436906582011;0,0401456355273372;0,0380930767184206;0,0854528527653319;0,00546342859432182;0,178361323557169;0,593129;1,23648557424198
